"Zone","District","PC_Num","PC_Name","AC_Num","AC_Name","Total_Electors","Urban","Rural","Hindu","Islam","Other_Rel","Gen_OBC","SC","ST","Largest_Caste_Name","Largest_Caste","Second_Caste_Name","Second Largest Caste","Third_Caste_Name","Third_Caste","Fourth_Caste_Name","Fourth_Caste","Fifth_Caste_Name","Fifth_Caste","Sum_5_Caste","Winner_LS19","Party_LS19","Caste_LS19","Runner_LS19","Runner_Party_LS19","Runner_Caste_LS19","Margin_LS19","BJP_LS19","INC_LS19","SP_LS19","BSP_LS19","Other_LS19","Winner_AE17","Party_AE17","Caste_AE17","Runner_AE17","Runner_Party_AE17","Runner_Caste_AE17","Margin_AE17","BJP_AE17","INC_AE17","SP_AE17","BSP_AE17","Other_AE17","Winner_LS14","Party_LS14","Caste_LS14","Runner_LS14","Runner_Party_LS14","Runner_Caste_LS14","Margin_LS14","BJP_LS14","INC_LS14","SP_LS14","BSP_LS14","Other_LS14","Winner_AE12","Party_AE12","Caste_AE12","Runner_AE12","Runner_Party_AE12","Runner_Caste_AE12","Margin_AE12","BJP_AE12","INC_AE12","SP_AE12","BSP_AE12","Other_AE12","Ahirwar","Baghel","Baniya","Bhumihar","Bind","Brahmin","Bunkar","Chamar","Chaudhary","Diwakar","Dohre","Dom","Gond","Goswami","Gujjar","Gurjar","Jat","Jatav","Kadakvanshi","Kashyap","Katheria","Kayastha","Kharwar","Khatik","Kisan","Koli","Kori","Kurmi","Kushwaha","Lodhi","Lodhi Rajput","Maurya","Muslim","Nishad","Other","Pal","Pandit","Pasi","Paswan","Patel","Punjabi","Raidas","Rajbhar","Rawat","Saharaiya","Saini","Sainthwar","Sankhwar","Shakya","Sindhi","Teli","Thakur","Tharu","Tyagi","Vaishya","Vanwasi","Yadav","BJP_AE12_can","SP_AE12_can","BSP_AE12_can","INC_AE12_can","BJP_AE17_can","SP_AE17_can","BSP_AE17_can","INC_AE17_can","BJP_LS14_can","SP_LS14_can","BSP_LS14_can","INC_LS14_can","BJP_LS19_can","SP_LS19_can","BSP_LS19_can","INC_LS19_can"
"Kanpur Bundelkhand","Jhansi",45,"Jalaun (SC)",225,"Garautha",342350,0.184574835,0.815425165,0.940713576,0.051639535,0.0076468890000001,0.701761308,0.297409511,0.000829181,"Kurmi",0.1884,"Yadav",0.1437,"Chamar",0.1212,"Pal",0.0999,"Brahmin",0.0882,0.641414401,"BHANU PRATAP SINGH VERMA","BJP",NA,"AJAY SINGH (PANKAJ)","BSP",NA,0.2308,0.5571,0.0986,0,0.3263,0.018,"JAWAHAR LAL RAJPOOT","BJP",NA,"DEEP NARAYAN SINGH (DEEPAK YADAV)","SP",NA,0.0692,0.4081,0,0.3389,0.2115,0.0415,"BHANU PRATAP SINGH VERMA","BJP",NA,"BRIJLAL KHABRI","BSP",NA,0.2456,0.4724,0.0526,0.2222,0.2268,0.026,"Deepnarayan Singh (Deepak Yadav)","SP",NA,"Devesh Kumar Paliwal (Kukku Bhaiya)","BSP",NA,0.076,0.092,0.217,0.337,0.261,0.093,0,0,0.0125,0,0,0.0882,0,0.1212,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0.0149,0,0.0124,0,0,0,0.1884,0,0.0069,0,0,0.0599,0,0,0.0999,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0.0668,0,0,0,0,0.1437,"Tika Ram Patel","Deepnarayan Singh (Deepak Yadav)","Devesh Kumar Paliwal (Kukku Bhaiya)","Ranjeet Singh Judeo","Jawahar Lal Rajpoot","Deep Narayan Singh (DEEPAK YADAV)","Dr. Arun Kumar Mishra","","Bhanu Pratap Singh Verma","Ghanshayam Anuragi","Brijlal Khabri","Vijay Chaudhari","Bhanu Pratap Singh Verma","","Ajay Singh (PANKAJ)","Brijlal Khabri"
"Kanpur Bundelkhand","Lalitpur",46,"Jhansi",226,"Lalitpur",474400,0.159279895,0.840720105,0.954418186,0.027059262,0.018522552,0.749765504,0.180103494,0.070131002,"Ahirwar",0.195,"Kushwaha",0.1727,"Lodhi",0.1393,"Yadav",0.1142,"Saharaiya",0.1114,0.732590529,"Anurag Sharma","BJP",NA,"Shyam Sundar Singh","SP",NA,0.3197,0.626,0.0477,0.3063,0,0.02,"RAMRATAN KUSHWAHA","BJP",NA,"JYOTI SINGH","SP",NA,0.2147,0.4938,0,0.279,0.1748,0.0524,"UMA BHARATI","BJP",NA,"DR. CHANDRAPAL SINGH YADAV","SP",NA,0.1752,0.4574,0.0709,0.2822,0.1438,0.0457,"Ramesh Prasad Kushwaha","BSP",NA,"Chandra Bhusan Singh Bundela #guddu Raja#","SP",NA,0.042,0.198,0.11,0.249,0.291,0.152,0.195,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0836,0.1727,0.1393,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0,0.1114,0,0,0,0,0,0,0,0,0,0,0,0.1142,"Ram Ratan","Chandra Bhusan Singh Bundela #guddu Raja#","Ramesh Prasad Kushwaha","Virendra Singh Bundela # Bhagat Raja#","Ramratan Kushwaha","Jyoti Singh","Santosh Kushwaha","","Uma Bharati","Dr. Chandrapal Singh Yadav","Anuradha Sharma","Pradeep Jain 'aditya'","Anurag Sharma","Shyam Sundar Singh","","Shivsharan"
"Kanpur Bundelkhand","Lalitpur",46,"Jhansi",227,"Mehroni (SC)",433320,0.129849682,0.870150318,0.95119158,0.02808435,0.02072407,0.739885173,0.211540968,0.04857386,"Ahirwar",0.195,"Kushwaha",0.1727,"Lodhi",0.1393,"Yadav",0.1142,"Saharaiya",0.1114,0.732590529,"Anurag Sharma","BJP",NA,"Shyam Sundar Singh","SP",NA,0.2548,0.5875,0.058,0.3327,0,0.0218,"MANOHAR LAL","BJP",NA,"FERAN LAL","BSP",NA,0.3235,0.5176,0.1403,0.0878,0.1941,0.0602,"UMA BHARATI","BJP",NA,"DR. CHANDRAPAL SINGH YADAV","SP",NA,0.1592,0.4362,0.045,0.277,0.1947,0.0471,"Feran Lal","BSP",NA,"Manohar Lal","BJP",NA,0.006,0.253,0.149,0.246,0.259,0.093,0.195,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0836,0.1727,0.1393,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0,0.1114,0,0,0,0,0,0,0,0,0,0,0,0.1142,"Manohar Lal","Munnalal Rajak","Feran Lal","Ramesh Khatik","Manohar Lal","Ramesh Khatik","Feran Lal","Brij Lal Khabri","Uma Bharati","Dr. Chandrapal Singh Yadav","Anuradha Sharma","Pradeep Jain 'aditya'","Anurag Sharma","Shyam Sundar Singh","","Shivsharan"
"Kanpur Bundelkhand","Hamirpur",47,"Hamirpur",228,"Hamirpur",401728,0.192943812,0.807056188,0.914467769,0.082377716,0.00315451499999997,0.78926615,0.210631872,0.000101978,"Nishad",0.1742,"Muslim",0.1608,"Thakur",0.1474,"Brahmin",0.1072,"Chamar",0.0804,0.6698821,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"DILIP KUMAR SINGH","BSP",NA,0.1552,0.525,0.0577,0,0.3698,0.0475,"ASHOK KUMAR SINGH CHANDEL","BJP",NA,"DR. MANOJ KUMAR PRAJAPATI","SP",NA,0.1926,0.439,0,0.2464,0.2397,0.0749,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"BISHAMBHAR PRASAD NISHAD","SP",NA,0.2596,0.4762,0.0598,0.2167,0.1799,0.0674,"Sadhvi Niranjan Jyoti","BJP",NA,"Fateh Mohammad Khan","BSP",NA,0.034,0.276,0.132,0.21,0.242,0.14,0,0,0.0482,0,0,0.1072,0,0.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0,0,0,0,0.0201,0.0188,0.0134,0,0,0,0.1608,0.1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1474,0,0,0,0,0.0589,"Sadhvi Niranjan Jyoti","Shivcharan Prajapati","Fateh Mohammad Khan","Keshavbabu Shivhare","Ashok Kumar Singh Chandel","Dr. Manoj Kumar Prajapati","Sanjeev Kumar Urf Sanjay Dixit","","Kunwar Pushpendra Singh Chandel","Bishambhar Prasad Nishad","Rakesh Kumar Goswami","Pritam Singh Lodhi Kisaan","Kunwar Pushpendra Singh Chandel","","Dilip Kumar Singh","Pritam Singh Lodhi Kisaan"
"Kanpur Bundelkhand","Hamirpur",47,"Hamirpur",229,"Rath (SC)",390688,0.186708456,0.813291544,0.914818519,0.082960215,0.00222126600000006,0.771895752,0.227301801,0.000802447,"Lodhi",0.2671,"Yadav",0.2374,"Brahmin",0.0742,"Brahmin",0.0742,"Kori",0.0593,0.712166172,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"DILIP KUMAR SINGH","BSP",NA,0.3523,0.5645,0.1751,0,0.2121,0.0483,"MANISHA ANURAGI","BJP",NA,"GAYADEEN ANURAGI","INC",NA,0.4324,0.6096,0.1772,0,0.16,0.0532,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"RAKESH KUMAR GOSWAMI","BSP",NA,0.3187,0.4693,0.1305,0.1364,0.1506,0.1132,"Gayadeen Anuragi","INC",NA,"Ambesh Kumari","SP",NA,0.16,0.062,0.405,0.245,0.199,0.089,0,0,0.0445,0,0,0.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0,0.0134,0,0,0.0593,0.0089,0.0104,0.2671,0,0,0.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0,0,0,0,0.2374,"Anil Kumar","Ambesh Kumari","Ramsahay Ahirwar","Gayadeen Anuragi","Manisha Anuragi","","Anil Kumar Ahirwar","Gayadeen Anuragi","Kunwar Pushpendra Singh Chandel","Bishambhar Prasad Nishad","Rakesh Kumar Goswami","Pritam Singh Lodhi Kisaan","Kunwar Pushpendra Singh Chandel","","Dilip Kumar Singh","Pritam Singh Lodhi Kisaan"
"Kanpur Bundelkhand","Mahoba",47,"Hamirpur",230,"Mahoba",307469,0.316989855,0.683010145,0.916805488,0.078716355,0.00447815700000009,0.766228054,0.232468742,0.001303204,"Thakur",0.1336,"Chamar",0.1114,"Brahmin",0.0955,"Kushwaha",0.0764,"Muslim",0.07,0.486796055,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"DILIP KUMAR SINGH","BSP",NA,0.281,0.5608,0.081,0,0.2798,0.0784,"RAKESH KUMAR GOSWAMI","BJP",NA,"SIDDH GOPAL SAHU","SP",NA,0.1591,0.4476,0,0.2885,0.2125,0.0514,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"RAKESH KUMAR GOSWAMI","BSP",NA,0.3464,0.5365,0.0438,0.1733,0.19,0.0564,"Rajnarain Alias Rajju","BSP",NA,"Siddhgopal Sahu","SP",NA,0.002,0.174,0.233,0.25,0.252,0.091,0,0,0.035,0,0,0.0955,0,0.1114,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,0,0,0,0,0,0.0477,0,0.0764,0.0445,0,0,0.07,0,0.0239,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336,0,0,0,0,0.0605,"Badshah Singh","Siddhgopal Sahu","Rajnarain Alias Rajju","Arimardan Singh","Rakesh Kumar Goswami","Siddh Gopal Sahu","Arimardan Singh","","Kunwar Pushpendra Singh Chandel","Bishambhar Prasad Nishad","Rakesh Kumar Goswami","Pritam Singh Lodhi Kisaan","Kunwar Pushpendra Singh Chandel","","Dilip Kumar Singh","Pritam Singh Lodhi Kisaan"
"Kanpur Bundelkhand","Mahoba",47,"Hamirpur",231,"Charkhari",331948,0.111240664,0.888759336,0.943689667,0.053082154,0.00322817899999994,0.728839594,0.270959759,0.000200647,"Lodhi",0.2022,"Thakur",0.1466,"Chamar",0.1062,"Yadav",0.0885,"Brahmin",0.0758,0.619312436,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"DILIP KUMAR SINGH","BSP",NA,0.205,0.4916,0.1685,0,0.2865,0.0534,"BRIJBHUSHAN RAJPOOT ALIAS GUDDU BHAIYA","BJP",NA,"URMILA DEVI","SP",NA,0.206,0.4603,0,0.2543,0.2218,0.0636,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"RAKESH KUMAR GOSWAMI","BSP",NA,0.2075,0.4244,0.1117,0.1867,0.2169,0.0603,"Uma Bharti","BJP",NA,"Kaptan Singh","SP",NA,0.132,0.348,0.117,0.216,0.215,0.104,0,0,0.0278,0,0,0.0758,0,0.1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379,0.0217,0.0657,0.2022,0,0,0.043,0,0.0152,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1466,0,0,0,0,0.0885,"Uma Bharti","Kaptan Singh","Choudhari Dhooram","Ram Jeevan","Brijbhushan Rajpoot Alias Guddu Bhaiya","Urmila Devi","Jitendra Kumar Mishra","","Kunwar Pushpendra Singh Chandel","Bishambhar Prasad Nishad","Rakesh Kumar Goswami","Pritam Singh Lodhi Kisaan","Kunwar Pushpendra Singh Chandel","","Dilip Kumar Singh","Pritam Singh Lodhi Kisaan"
"Kanpur Bundelkhand","Banda",47,"Hamirpur",232,"Tindwari",317267,0.272499529,0.727500471,0.882343303,0.114273309,0.00338338800000004,0.82199284,0.177908853,9.83e-05,"Pal",0.2534,"Thakur",0.1239,"Chamar",0.0845,"Yadav",0.0789,"Brahmin",0.062,0.602647141,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"DILIP KUMAR SINGH","BSP",NA,0.1577,0.5326,0.0435,0,0.3748,0.0491,"BRAJESH KUMAR PRAJAPATI","BJP",NA,"JAGDISH PRASAD PRAJAPATI","BSP",NA,0.2024,0.4447,0.2277,0,0.2423,0.0853,"KUNWAR PUSHPENDRA SINGH CHANDEL","BJP",NA,"BISHAMBHAR PRASAD NISHAD","SP",NA,0.1728,0.4468,0.046,0.274,0.1821,0.0511,"Daljeet Singh","INC",NA,"Bishambhar Prasad","SP",NA,0.093,0.054,0.377,0.284,0.232,0.053,0,0,0.0422,0,0,0.062,0,0.0845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338,0,0.0225,0.0422,0,0,0.0591,0,0.0225,0.2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1239,0,0,0,0,0.0789,"Balram Singh","Bishambhar Prasad","Achchhelal Nishad","Daljeet Singh","Brajesh Kumar Prajapati","","Jagdish Prasad Prajapati","Daljeet Singh","Kunwar Pushpendra Singh Chandel","Bishambhar Prasad Nishad","Rakesh Kumar Goswami","Pritam Singh Lodhi Kisaan","Kunwar Pushpendra Singh Chandel","","Dilip Kumar Singh","Pritam Singh Lodhi Kisaan"
"Kanpur Bundelkhand","Banda",48,"Banda",233,"Baberu",336492,0.031639267,0.968360733,0.921826627,0.077043996,0.00112937700000004,0.778704661,0.221293252,2.09e-06,"Yadav",0.1924,"Brahmin",0.1331,"Chamar",0.1058,"Thakur",0.0962,"Nishad",0.0802,0.607566527,"SHYAMA CHARAN GUPTA","SP",NA,"R.K. SINGH PATEL","BJP",NA,0.0861,0.4032,0.0634,0.4893,0,0.0441,"CHANDRAPAL KUSHWAHA","BJP",NA,"KIRAN YADAV","BSP",NA,0.115,0.3929,0,0.2666,0.2779,0.0626,"BHAIRON PRASAD MISHRA","BJP",NA,"R. K. SINGH PATEL","BSP",NA,0.0756,0.3618,0.0327,0.2597,0.2863,0.0595,"Vishambhar Singh","SP",NA,"Brij Mohan Singh","BSP",NA,0.006,0.163,0.192,0.242,0.236,0.167,0,0,0.0256,0,0,0.1331,0,0.1058,0,0,0,0.0321,0,0,0,0,0,0,0,0,0,0.0064,0,0,0,0,0.0577,0.0256,0.0289,0.008,0,0.0256,0.0481,0.0802,0.0064,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962,0,0,0,0,0.1924,"Ajay Kumar","Vishambhar Singh","Brij Mohan Singh","Shivshankar Singh Patel","Chandrapal Kushwaha","Bishambhar Singh","Kiran Yadav","","Bhairon Prasad Mishra","Bal Kumar Patel Alias Rajkumar","R. K. Singh Patel","Vivek Kumar Singh","R.K. Singh Patel","Shyama Charan Gupta","","Balkumar Patel"
"Kanpur Bundelkhand","Banda",48,"Banda",234,"Naraini (SC)",343883,0.116845348,0.883154652,0.927346458,0.07039321,0.00226033200000009,0.752111985,0.247745434,0.000142581,"Brahmin",0.1857,"Kori",0.1292,"Kushwaha",0.0949,"Thakur",0.0767,"Muslim",0.0727,0.559144126,"R.K. SINGH PATEL","BJP",NA,"SHYAMA CHARAN GUPTA","SP",NA,0.0587,0.4774,0.0604,0.4187,0,0.0435,"RAJ KARAN KABIR","BJP",NA,"BHARAT LAL DIWAKAR","INC",NA,0.2206,0.453,0.2324,0,0.2187,0.0959,"BHAIRON PRASAD MISHRA","BJP",NA,"BAL KUMAR PATEL ALIAS RAJKUMAR","SP",NA,0.1501,0.4033,0.0357,0.2532,0.2495,0.0583,"Gayacharan Dinkar","BSP",NA,"Bharatlal Diwakar","SP",NA,0.027,0.22,0.118,0.274,0.301,0.087,0,0,0.0464,0,0,0.1857,0,0.0706,0,0,0,0.0101,0,0,0,0,0,0.0061,0,0,0,0.0101,0,0,0,0,0.1292,0.0585,0.0949,0.0606,0,0,0.0727,0.0222,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767,0,0,0,0,0.0525,"Rajkaran Kabir","Bharatlal Diwakar","Gayacharan Dinkar","Mahendra Singh Verma","Raj Karan Kabir","","Gayacharan Dinkar","Bharat Lal Diwakar","Bhairon Prasad Mishra","Bal Kumar Patel Alias Rajkumar","R. K. Singh Patel","Vivek Kumar Singh","R.K. Singh Patel","Shyama Charan Gupta","","Balkumar Patel"
"Kanpur Bundelkhand","Banda",48,"Banda",235,"Banda",312753,0.165390538,0.834609462,0.922986183,0.074585955,0.002427862,0.763455112,0.236394755,0.000150133,"Brahmin",0.1607,"Thakur",0.1515,"Muslim",0.0884,"Baniya",0.0804,"Chamar",0.07,0.551027437,"R.K. SINGH PATEL","BJP",NA,"SHYAMA CHARAN GUPTA","SP",NA,0.1593,0.5227,0.08,0.3634,0,0.0339,"PRAKASH DWIVEDI","BJP",NA,"MADHUSUDAN KUSHWAHA","BSP",NA,0.18,0.4561,0.1767,0,0.2761,0.0911,"BHAIRON PRASAD MISHRA","BJP",NA,"R. K. SINGH PATEL","BSP",NA,0.2464,0.4872,0.0719,0.1531,0.2407,0.0471,"Vivek Kumar Singh","INC",NA,"Dinesh Chandra Shukla (Lala)","BSP",NA,0.049,0.162,0.321,0.16,0.272,0.085,0,0,0.0804,0,0,0.1607,0,0.07,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,0,0.0195,0.0184,0.0551,0.023,0,0,0.0884,0.0218,0.0287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0.1515,0,0,0,0,0.0689,"Prabhakar Awasthi","Amita Bajpai","Dinesh Chandra Shukla (Lala)","Vivek Kumar Singh","Prakash Dwivedi","","Madhusudan Kushwaha","Vivek Kumar Singh","Bhairon Prasad Mishra","Bal Kumar Patel Alias Rajkumar","R. K. Singh Patel","Vivek Kumar Singh","R.K. Singh Patel","Shyama Charan Gupta","","Balkumar Patel"
"Kanpur Bundelkhand","Chitrakoot",48,"Banda",236,"Chitrakoot",369983,0.116756516,0.883243484,0.963028306,0.035415325,0.00155636900000011,0.72991375,0.270077587,8.66e-06,"Brahmin",0.2066,"Koli",0.0953,"Chamar",0.0838,"Chamar",0.0838,"Baniya",0.0693,0.538783766,"R.K. SINGH PATEL","BJP",NA,"SHYAMA CHARAN GUPTA","SP",NA,0.0142,0.4467,0.08,0.4325,0,0.0408,"CHANDRIKA PRASAD UPADHYAY","BJP",NA,"VEER SINGH","SP",NA,0.1218,0.4085,0,0.2868,0.216,0.0887,"BHAIRON PRASAD MISHRA","BJP",NA,"R. K. SINGH PATEL","BSP",NA,0.1346,0.4082,0.0326,0.2255,0.2736,0.0601,"Veer Singh","SP",NA,"Ram Sevak","BSP",NA,0.089,0.178,0.104,0.358,0.269,0.091,0,0,0.0693,0,0,0.2066,0,0.0838,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0.0953,0.0462,0.0838,0.0433,0.026,0,0,0.0144,0.022,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448,0,0,0,0,0.0693,"Chandrika Prasad","Veer Singh","Ram Sevak","Pushpendra Singh","Chandrika Prasad Upadhyay","Veer Singh","Jagdish Prasad Gautam","","Bhairon Prasad Mishra","Bal Kumar Patel Alias Rajkumar","R. K. Singh Patel","Vivek Kumar Singh","R.K. Singh Patel","Shyama Charan Gupta","","Balkumar Patel"
"Kanpur Bundelkhand","Chitrakoot",48,"Banda",237,"Manikpur",338913,0.086606963,0.913393037,0.963505369,0.034542384,0.00195224700000007,0.731201872,0.268235695,0.000562433,"Brahmin",0.1713,"Koli",0.0995,"Kurmi",0.0758,"Yadav",0.0615,"Baniya",0.0556,0.463700234,"R.K. SINGH PATEL","BJP",NA,"SHYAMA CHARAN GUPTA","SP",NA,0.157,0.5089,0.0898,0.3519,0,0.0494,"R.K. SINGH PATEL","BJP",NA,"SAMPAT PAL","INC",NA,0.2285,0.4368,0.2083,0,0.167,0.1879,"BHAIRON PRASAD MISHRA","BJP",NA,"R. K. SINGH PATEL","BSP",NA,0.0836,0.3709,0.0476,0.2262,0.2873,0.068,"Chandrabhan Singh Patel","BSP",NA,"Shyamacharan Gupta","SP",NA,0.023,0.182,0.138,0.241,0.264,0.175,0,0,0.0556,0,0,0.1713,0,0.0556,0,0,0,0.0351,0,0,0,0,0,0,0,0,0,0.0073,0,0,0,0.0995,0.0234,0.0758,0.0381,0.0234,0,0,0.022,0.0117,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366,0,0,0,0,0.0615,"Pushpa","Shyamacharan Gupta","Chandrabhan Singh Patel","Sampat Devi","R.K. Singh Patel","","Chandrabhan Singh Patel","Sampat Pal","Bhairon Prasad Mishra","Bal Kumar Patel Alias Rajkumar","R. K. Singh Patel","Vivek Kumar Singh","R.K. Singh Patel","Shyama Charan Gupta","","Balkumar Patel"
"Kanpur Bundelkhand","Fatehpur",49,"Fatehpur",238,"Jahanabad",301011,0.084419938,0.915580062,0.879513452,0.118034125,0.00245242299999993,0.774135142,0.22551627,0.000348589,"Kurmi",0.2627,"Brahmin",0.1689,"Chamar",0.1426,"Muslim",0.0938,"Kushwaha",0.0826,0.750469043,"NIRANJAN JYOTI","BJP",NA,"SUKHDEV PRASAD VERMA","BSP",NA,0.2776,0.5993,0.0568,0,0.3218,0.0221,"JAI KUMAR SINGH JAIKI","ADAL",NA,"MADANGOPAL VERMA","SP",NA,0.2623,0,0,0.1864,0.1764,0.6372,"NIRANJAN JYOTI","BJP",NA,"AFZAL SIDDIQUI","BSP",NA,0.3707,0.5773,0.0142,0.1712,0.2066,0.0307,"Madan Gopal Verma","SP",NA,"Sameer Trivedi","BSP",NA,0.204,0.024,0.066,0.444,0.24,0.226,0,0,0.045,0,0,0.1689,0,0.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2627,0.0826,0,0,0,0.0938,0.0113,0,0.0563,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.0563,0,0,0,0,0,"Manoj Kumar Shukla","Madan Gopal Verma","Sameer Trivedi","Vandana Rakesh Shukla","","Madangopal Verma","Ram Narayan Nishad","","Niranjan Jyoti","Rakesh Sachan","Afzal Siddiqui","Usha Maurya","Niranjan Jyoti","","Sukhdev Prasad Verma","Rakesh Sachan"
"Kanpur Bundelkhand","Fatehpur",49,"Fatehpur",239,"Bindki",302599,0.116107843,0.883892157,0.8747308,0.122771126,0.00249807400000002,0.768925539,0.230819395,0.000255066,"Kurmi",0.1815,"Brahmin",0.121,"Brahmin",0.121,"Brahmin",0.121,"Thakur",0.0806,0.625,"NIRANJAN JYOTI","BJP",NA,"SUKHDEV PRASAD VERMA","BSP",NA,0.2213,0.5657,0.0659,0,0.3445,0.0239,"KARAN SINGH PATEL","BJP",NA,"RAMESHWAR DAYAL","SP",NA,0.3065,0.5327,0.0109,0.2262,0.1756,0.0546,"NIRANJAN JYOTI","BJP",NA,"AFZAL SIDDIQUI","BSP",NA,0.21,0.5071,0.0206,0.1475,0.2971,0.0277,"Sukhadev Prasad Verma","BSP",NA,"Rajendra Singh Patel","BJP",NA,0.045,0.234,0.17,0.194,0.279,0.123,0,0,0.0403,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,0.1815,0,0.0282,0,0.0484,0.121,0.0403,0,0.0202,0,0,0.0403,0,0,0.121,0,0,0,0,0,0,0,0,0,0.0806,0,0,0,0,0.0605,"Rajendra Singh Patel","Mahendra Bahadur","Sukhadev Prasad Verma","Haji Rafi Ahmed","Karan Singh Patel","Rameshwar Dayal","Sukhdev Prasad Verma","Abhimanyu Singh","Niranjan Jyoti","Rakesh Sachan","Afzal Siddiqui","Usha Maurya","Niranjan Jyoti","","Sukhdev Prasad Verma","Rakesh Sachan"
"Kanpur Bundelkhand","Fatehpur",49,"Fatehpur",240,"Fatehpur",342115,0.186259604,0.813740396,0.864145315,0.133258129,0.00259655600000008,0.757389365,0.242558704,5.19e-05,"Lodhi",0.1651,"Chamar",0.1509,"Muslim",0.1415,"Brahmin",0.1038,"Baniya",0.0613,0.62264151,"NIRANJAN JYOTI","BJP",NA,"SUKHDEV PRASAD VERMA","BSP",NA,0.1655,0.541,0.058,0,0.3754,0.0256,"VIKRAM SINGH","BJP",NA,"CHANDRA PRAKASH LODHI","SP",NA,0.1614,0.4585,0,0.2971,0.1821,0.0623,"NIRANJAN JYOTI","BJP",NA,"AFZAL SIDDIQUI","BSP",NA,0.1386,0.4327,0.0567,0.1902,0.2941,0.0263,"Syed Qasim Hasan","SP",NA,"Jeetendra Kumar Lodhi","BSP",NA,0.021,0.238,0.162,0.268,0.247,0.085,0,0,0.0613,0,0,0.1038,0,0.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0,0.033,0,0.1651,0,0.0472,0.1415,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0.0472,"Radhe Yshyam Gupta","Syed Qasim Hasan","Jeetendra Kumar Lodhi","Rajendra Singh Urf Raju Lodhi","Vikram Singh","Chandra Prakash Lodhi","Sameer Trivedi","","Niranjan Jyoti","Rakesh Sachan","Afzal Siddiqui","Usha Maurya","Niranjan Jyoti","","Sukhdev Prasad Verma","Rakesh Sachan"
